season,source_player_id,team_name,display_name,first_name,last_name,nationality,nationality_code,birth_date,birth_country,preferred_foot,height_cm,weight_kg,shirt_number,join_date,on_loan,source_file
2016-17,39155,Liverpool,Adam Lallana,Adam,Lallana,England,GB-ENG,1988-05-10,England,,172.0,73.0,20,2014-07-01,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,39158,Burnley,Scott Arfield,Scott,Arfield,Canada,CA,1988-11-01,,,178,70,37.0,2013-07-19,False,Burnley_90/squad/2016-17_squad.csv
2016-17,39167,Hull,Andrea Ranocchia,Andrea,Ranocchia,Italy,IT,1988-02-16,Italy,Right,195.0,81.0,13,2017-01-30,True,Hull_88/squad/2016-17_squad.csv
2016-17,39187,Sunderland,Jeremain Lens,Jeremain,Lens,Netherlands,NL,1987-11-24,Netherlands,,178.0,80.0,7,2015-07-15,False,Sunderland_56/squad/2016-17_squad.csv
2016-17,39194,Spurs,Jan Vertonghen,Jan,Vertonghen,Belgium,BE,1987-04-24,Belgium,,189.0,86.0,5.0,2012-07-12,False,Spurs_6/squad/2016-17_squad.csv
2016-17,39215,Spurs,Michel Vorm,Michel,Vorm,Netherlands,NL,1983-10-20,Netherlands,,183.0,84.0,13.0,2014-07-23,False,Spurs_6/squad/2016-17_squad.csv
2016-17,39472,Hull,Dieudonne Mbokani Bezua,Dieudonne,Mbokani Bezua,DR Congo,CD,1985-11-22,,,185.0,80.0,18,2016-08-31,True,Hull_88/squad/2016-17_squad.csv
2016-17,39487,Stoke,Erik Pieters,Erik,Pieters,Netherlands,NL,1988-08-07,,,183.0,84.0,3,2013-07-01,False,Stoke_110/squad/2016-17_squad.csv
2016-17,39847,Burnley,Steven Defour,Steven,Defour,Belgium,BE,1988-04-15,Belgium,Right,173,65,16.0,2016-08-16,False,Burnley_90/squad/2016-17_squad.csv
2016-17,40002,Man Utd,Matteo Darmian,Matteo,Darmian,Italy,IT,1989-12-02,Italy,Left,182.0,70.0,36.0,2015-07-11,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,40142,West Ham,Andy Carroll,Andy,Carroll,England,GB-ENG,1989-01-06,England,,193.0,79.0,9.0,2013-07-01,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,40145,Swansea,Jack Cork,Jack,Cork,England,GB-ENG,1989-06-25,,,183,70.0,24,2015-01-30,False,Swansea_80/squad/2016-17_squad.csv
2016-17,40146,Southampton,Ryan Bertrand,Ryan,Bertrand,England,GB-ENG,1989-08-05,,,179,85,21.0,2015-02-01,False,Southampton_20/squad/2016-17_squad.csv
2016-17,40202,Middlesbrough,George Friend,George,Friend,England,GB-ENG,1987-10-17,,,188,83,3.0,2012-07-30,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,40276,Stoke,Bojan,Bojan,Krkic Perez,Spain,ES,1990-08-28,Spain,Right,170.0,65.0,27,2014-07-22,False,Stoke_110/squad/2016-17_squad.csv
2016-17,40349,Chelsea,Asmir Begovic,Asmir,Begovic,Bosnia & Herzegovina,BA,1987-06-20,Bosnia and Herzegovina,,199,101,1.0,2015-07-13,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,40383,Southampton,Fraser Forster,Fraser,Forster,England,GB-ENG,1988-03-17,England,,201,93,44.0,2014-08-09,False,Southampton_20/squad/2016-17_squad.csv
2016-17,40387,Bournemouth,Dan Gosling,Dan,Gosling,England,GB-ENG,1990-02-01,,,183.0,79.0,4.0,2014-07-01,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,40399,Burnley,Sam Vokes,Sam,Vokes,Wales,GB-WLS,1989-10-21,,,186,90,9.0,2012-07-31,False,Burnley_90/squad/2016-17_squad.csv
2016-17,40555,Stoke,Joe Allen,Joe,Allen,Wales,GB-WLS,1990-03-14,,,168.0,62.0,4,2016-07-25,False,Stoke_110/squad/2016-17_squad.csv
2016-17,40616,Burnley,Stephen Ward,Stephen,Ward,Ireland,IE,1985-08-20,,,184,82,23.0,2014-08-15,False,Burnley_90/squad/2016-17_squad.csv
2016-17,40669,West Ham,Angelo Ogbonna,Angelo,Ogbonna,Italy,IT,1988-05-23,Italy,Left,191.0,86.0,21.0,2015-07-10,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,40725,Leicester,Danny Simpson,Danny,Simpson,England,GB-ENG,1987-01-04,,,176.0,80.0,2,2014-08-30,False,Leicester_13/squad/2016-17_squad.csv
2016-17,40755,Liverpool,Daniel Sturridge,Daniel,Sturridge,England,GB-ENG,1989-09-01,England,Left,188.0,76.0,15,2013-01-02,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,40784,Liverpool,Mamadou Sakho,Mamadou,Sakho,France,FR,1990-02-13,France,Left,187.0,83.0,3,2013-09-02,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,40784,Palace,Mamadou Sakho,Mamadou,Sakho,France,FR,1990-02-13,France,Left,187.0,83.0,12,2017-01-31,True,Palace_31/squad/2016-17_squad.csv
2016-17,40792,Spurs,Federico Fazio,Federico,Fazio,Argentina,AR,1987-03-17,Argentina,Right,195.0,85.0,21.0,2014-08-28,False,Spurs_6/squad/2016-17_squad.csv
2016-17,40833,Southampton,Jérémy Pied,Jérémy,Pied,France,FR,1989-02-23,,,173,69,26.0,2016-08-01,False,Southampton_20/squad/2016-17_squad.csv
2016-17,40868,Watford,José Holebas,José,Holebas,Greece,GR,1984-06-27,Germany,,184.0,77.0,25.0,2015-07-01,False,Watford_57/squad/2016-17_squad.csv
2016-17,41184,Man Utd,Marouane Fellaini,Marouane,Fellaini,Belgium,BE,1987-11-22,Belgium,,194.0,85.0,27.0,2013-09-02,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,41251,Chelsea,Eduardo,Eduardo,dos Reis Carvalho,Portugal,PT,1982-09-19,Portugal,Right,187,88,37.0,2016-08-25,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,41270,Chelsea,David Luiz,David,Luiz Moreira Marinho,Brazil,BR,1987-04-22,Brazil,Right,189,84,30.0,2016-08-31,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,41320,Bournemouth,Charlie Daniels,Charlie,Daniels,England,GB-ENG,1986-09-07,,,178.0,75.0,11.0,2012-01-03,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,41321,Leicester,Yohan Benalouane,Yohan,Benalouane,Tunisia,TN,1987-03-28,France,Right,185.0,86.0,29,2015-08-03,False,Leicester_13/squad/2016-17_squad.csv
2016-17,41328,Chelsea,César Azpilicueta,César,Azpilicueta,Spain,ES,1989-08-28,Spain,,178,78,28.0,2012-08-24,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,41338,Watford,Craig Cathcart,Craig,Cathcart,Northern Ireland,GB-NIR,1989-02-06,,,188.0,73.0,15.0,2014-07-01,False,Watford_57/squad/2016-17_squad.csv
2016-17,41464,Stoke,Marko Arnautovic,Marko,Arnautovic,Austria,AT,1989-04-19,Austria,Right,192.0,83.0,10,2013-09-02,False,Stoke_110/squad/2016-17_squad.csv
2016-17,41674,Burnley,Kevin Long,Kevin,Long,Ireland,IE,1990-08-18,,,188,83,28.0,2010-01-01,False,Burnley_90/squad/2016-17_squad.csv
2016-17,41705,Middlesbrough,Brad Guzan,Brad,Guzan,United States,US,1984-09-09,USA,Left,193,94,,2016-07-29,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,41725,Watford,Troy Deeney,Troy,Deeney,England,GB-ENG,1988-06-29,,,183.0,90.0,9.0,2010-08-05,False,Watford_57/squad/2016-17_squad.csv
2016-17,41733,Liverpool,Georginio Wijnaldum,Georginio,Wijnaldum,Netherlands,NL,1990-11-11,Netherlands,,175.0,69.0,5,2016-07-22,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,41792,Arsenal,Aaron Ramsey,Aaron,Ramsey,Wales,GB-WLS,1990-12-26,,,178,76,8,2008-07-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,41823,Man City,Fabian Delph,Fabian,Delph,England,GB-ENG,1989-11-21,,,174,60,18.0,2015-07-17,False,Man_City_43/squad/2016-17_squad.csv
2016-17,41945,Watford,Sebastian Prödl,Sebastian,Prödl,Austria,AT,1987-06-21,Austria,Right,194.0,92.0,5.0,2015-07-01,False,Watford_57/squad/2016-17_squad.csv
2016-17,42427,Arsenal,Kieran Gibbs,Kieran,Gibbs,England,GB-ENG,1989-09-26,,,179,70,3,2006-07-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,42583,West Brom,Sébastien Pocognoli,Sébastien,Pocognoli,Belgium,BE,1987-08-01,Belgium,Left,182.0,72.0,15,2014-07-12,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,42593,Man City,Aleksandar Kolarov,Aleksandar,Kolarov,Serbia,RS,1985-11-10,Serbia,Left,187,83,11.0,2010-07-24,False,Man_City_43/squad/2016-17_squad.csv
2016-17,42738,Watford,Juan Camilo Zuñiga,Juan Camilo,Zuñiga,Colombia,CO,1985-12-14,Colombia,Right,172.0,72.0,18.0,2016-07-16,True,Watford_57/squad/2016-17_squad.csv
2016-17,42774,Everton,Morgan Schneiderlin,Morgan,Schneiderlin,France,FR,1989-11-08,France,,181,75,2.0,2017-01-12,False,Everton_11/squad/2016-17_squad.csv
2016-17,42786,Chelsea,Eden Hazard,Eden,Hazard,Belgium,BE,1991-01-07,Belgium,,173,76,10.0,2012-07-01,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,42892,Middlesbrough,Álvaro Negredo,Álvaro,Negredo,Spain,ES,1985-08-20,Spain,Left,186,86,10.0,2016-07-20,True,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,42899,Man Utd,Sergio Romero,Sergio,Romero,Argentina,AR,1987-02-22,Argentina,Right,192.0,87.0,20.0,2015-07-24,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,42996,Swansea,Angel Rangel,Angel,Rangel,Spain,ES,1982-10-28,,,188,84.0,22,2007-06-29,False,Swansea_80/squad/2016-17_squad.csv
2016-17,43191,Liverpool,Lucas Leiva,Lucas,Leiva,Brazil,BR,1987-01-09,Brazil,,179.0,74.0,21,2007-07-01,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,43250,Everton,Tom Cleverley,Tom,Cleverley,England,GB-ENG,1989-08-12,England,,175,67,15.0,2015-07-01,False,Everton_11/squad/2016-17_squad.csv
2016-17,43250,Watford,Tom Cleverley,Tom,Cleverley,England,GB-ENG,1989-08-12,England,,175.0,67.0,8.0,2017-01-12,True,Watford_57/squad/2016-17_squad.csv
2016-17,43626,West Ham,Håvard Nordtveit,Håvard,Nordtveit,Norway,NO,1990-06-21,Norway,Right,188.0,85.0,4.0,2016-07-01,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,43670,Man Utd,Juan Mata,Juan,Mata,Spain,ES,1988-04-28,Spain,Left,170.0,63.0,8.0,2014-01-25,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,43693,Southampton,Martín Cáceres,Martín,Cáceres,Uruguay,UY,1987-04-07,Uruguay,Right,180,78,12.0,2017-02-16,False,Southampton_20/squad/2016-17_squad.csv
2016-17,44302,Middlesbrough,Adlène Guédioura,Adlène,Guédioura,Algeria,DZ,1985-11-12,France,,186,81,17.0,2017-01-31,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,44336,West Ham,Sofiane Feghouli,Sofiane,Feghouli,Algeria,DZ,1989-12-26,,Right,177.0,75.0,7.0,2016-07-01,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,44343,Palace,Bakary Sako,Bakary,Sako,Mali,ML,1988-04-26,France,Left,183.0,85.0,26,2015-08-05,False,Palace_31/squad/2016-17_squad.csv
2016-17,44346,Arsenal,Olivier Giroud,Olivier,Giroud,France,FR,1986-09-30,France,Left,192,88,12,2012-07-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,44413,Palace,Steve Mandanda,Steve,Mandanda,France,FR,1985-03-28,Congo DR,Right,185.0,82.0,30,2016-07-01,False,Palace_31/squad/2016-17_squad.csv
2016-17,44604,Watford,Nordin Amrabat,Nordin,Amrabat,Morocco,MA,1987-03-31,Netherlands,Both,179.0,73.0,7.0,2016-01-18,False,Watford_57/squad/2016-17_squad.csv
2016-17,44683,Southampton,Jay Rodriguez,Jay,Rodriguez,England,GB-ENG,1989-07-29,,,185,80,9.0,2012-07-01,False,Southampton_20/squad/2016-17_squad.csv
2016-17,44699,Burnley,Ashley Barnes,Ashley,Barnes,Austria,AT,1989-10-30,England,,186,77,10.0,2014-01-10,False,Burnley_90/squad/2016-17_squad.csv
2016-17,45076,Sunderland,Lamine Koné,Lamine,Koné,Cote d’Ivoire,CI,1989-02-01,,,189.0,90.0,23,2016-01-27,False,Sunderland_56/squad/2016-17_squad.csv
2016-17,45124,West Ham,André Ayew,André,Ayew,Ghana,GH,1989-12-17,France,,176.0,72.0,20.0,2016-08-08,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,45175,Liverpool,Adam Bogdan,Adam,Bogdan,Hungary,HU,1987-09-27,,,194.0,92.0,34,2015-07-01,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,45268,Spurs,Moussa Sissoko,Moussa,Sissoko,France,FR,1989-08-16,France,,187.0,83.0,17.0,2016-08-31,False,Spurs_6/squad/2016-17_squad.csv
2016-17,47431,Chelsea,Willian,Willian,Borges Da Silva,Brazil,BR,1988-08-09,Brazil,Right,175,77,22.0,2013-08-28,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,48615,Bournemouth,Harry Arter,Harry,Arter,Ireland,IE,1989-12-28,,,176.0,70.0,8.0,2010-07-01,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,48717,West Ham,Winston Reid,Winston,Reid,New Zealand,NZ,1988-07-03,,,190.0,87.0,2.0,2010-08-05,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,48844,Arsenal,David Ospina,David,Ospina,Colombia,CO,1988-08-31,Colombia,Right,183,80,13,2014-07-28,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,49013,Chelsea,Victor Moses,Victor,Moses,Nigeria,NG,1990-12-12,Nigeria,Both,177,79,15.0,2012-08-24,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,49195,Swansea,Jefferson Montero,Jefferson,Montero,Ecuador,EC,1989-09-01,Ecuador,Both,173,70.0,20,2014-07-24,False,Swansea_80/squad/2016-17_squad.csv
2016-17,49207,Middlesbrough,Rudy Gestede,Rudy,Gestede,Benin,BJ,1988-10-10,France,,193,86,39.0,2017-01-04,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,49277,Swansea,Leroy Fer,Leroy,Fer,Netherlands,NL,1990-01-05,Netherlands,,188,79.0,8,2016-07-05,False,Swansea_80/squad/2016-17_squad.csv
2016-17,49384,Sunderland,Jack Rodwell,Jack,Rodwell,England,GB-ENG,1991-03-11,,,188.0,80.0,8,2014-08-05,False,Sunderland_56/squad/2016-17_squad.csv
2016-17,49413,Palace,James Tomkins,James,Tomkins,England,GB-ENG,1989-03-29,,,192.0,74.0,5,2016-06-05,False,Palace_31/squad/2016-17_squad.csv
2016-17,49438,Palace,Jordon Mutch,Jordon,Mutch,England,GB-ENG,1991-12-02,England,,184.0,81.0,22,2015-01-29,False,Palace_31/squad/2016-17_squad.csv
2016-17,49440,West Brom,Hal Robson-Kanu,Hal,Robson-Kanu,Wales,GB-WLS,1989-05-21,,,183.0,83.0,4,2016-08-31,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,49464,Middlesbrough,Cristhian Stuani,Cristhian,Stuani,Uruguay,UY,1986-10-12,Uruguay,Right,186,76,18.0,2015-08-07,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,49539,Swansea,Kyle Naughton,Kyle,Naughton,England,GB-ENG,1988-11-11,,,180,73.0,26,2015-01-22,False,Swansea_80/squad/2016-17_squad.csv
2016-17,49579,Chelsea,Pedro,Pedro,Rodríguez Ledesma,Spain,ES,1987-07-28,Spain,Both,169,65,11.0,2015-08-20,False,Chelsea_8/squad/2016-17_squad.csv
2016-17,49688,Hull,Alfred N'Diaye,Alfred,N'Diaye,Senegal,SN,1990-03-06,France,Right,187.0,82.0,10,2017-01-31,True,Hull_88/squad/2016-17_squad.csv
2016-17,49696,Watford,Mauro Zárate,Mauro,Zárate,Argentina,AR,1987-03-18,Argentina,Right,176.0,76.0,20.0,2017-01-24,False,Watford_57/squad/2016-17_squad.csv
2016-17,49853,Sunderland,William Buckley,William,Buckley,England,GB-ENG,1989-11-21,,,183.0,82.0,30,2014-08-14,False,Sunderland_56/squad/2016-17_squad.csv
2016-17,49944,West Brom,Jake Livermore,Jake,Livermore,England,GB-ENG,1989-11-14,,,180.0,76.0,8,2017-01-20,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,49957,Hull,Kamil Grosicki,Kamil,Grosicki,Poland,PL,1988-06-08,Poland,Right,180.0,78.0,7,2017-01-31,False,Hull_88/squad/2016-17_squad.csv
2016-17,50089,Stoke,Geoff Cameron,Geoff,Cameron,United States,US,1985-07-11,USA,Right,191.0,84.0,20,2012-08-08,False,Stoke_110/squad/2016-17_squad.csv
2016-17,50175,Arsenal,Danny Welbeck,Danny,Welbeck,England,GB-ENG,1990-11-26,England,,185,73,23,2014-09-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,50229,West Brom,Matt Phillips,Matt,Phillips,Scotland,GB-SCT,1991-03-13,England,,183.0,75.0,10,2016-07-06,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,50471,Palace,James McArthur,James,McArthur,Scotland,GB-SCT,1987-10-07,,,178.0,75.0,18,2014-09-01,False,Palace_31/squad/2016-17_squad.csv
2016-17,50472,Everton,James McCarthy,James,McCarthy,Ireland,IE,1990-11-12,,,180,72,16.0,2013-09-02,False,Everton_11/squad/2016-17_squad.csv
2016-17,51507,Arsenal,Laurent Koscielny,Laurent,Koscielny,France,FR,1985-09-10,France,,186,75,6,2010-07-07,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,51927,Burnley,Ben Mee,Ben,Mee,England,GB-ENG,1989-09-21,,,180,74,6.0,2012-07-01,False,Burnley_90/squad/2016-17_squad.csv
2016-17,51934,Leicester,Ron-Robert Zieler,Ron-Robert,Zieler,Germany,DE,1989-02-12,Germany,Right,188.0,81.0,21,2016-07-01,False,Leicester_13/squad/2016-17_squad.csv
2016-17,51938,Leicester,Marc Albrighton,Marc,Albrighton,England,GB-ENG,1989-11-18,England,,175.0,74.0,11,2014-07-01,False,Leicester_13/squad/2016-17_squad.csv
2016-17,51940,Man Utd,David De Gea,David,De Gea,Spain,ES,1990-11-07,Spain,Right,192.0,76.0,1.0,2011-07-01,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,51942,Middlesbrough,Tomás Mejías,Tomas,Mejias Osorio,Spain,ES,1989-01-30,Spain,,195,84,13.0,2014-07-04,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,52153,Watford,Miguel Britos,Miguel,Britos,Uruguay,UY,1985-07-17,Uruguay,Left,188.0,82.0,3.0,2015-07-20,False,Watford_57/squad/2016-17_squad.csv
2016-17,52287,Hull,Evandro,Evandro,Goebel,Brazil,BR,1986-08-23,Brazil,Right,179.0,70.0,15,2017-01-13,False,Hull_88/squad/2016-17_squad.csv
2016-17,52538,Man City,Fernando,Fernando Francisco,Reges,Brazil,BR,1987-07-25,Brazil,Right,183,76,6.0,2014-07-01,False,Man_City_43/squad/2016-17_squad.csv
2016-17,52940,Watford,Daryl Janmaat,Daryl,Janmaat,Netherlands,NL,1989-07-22,Netherlands,,185.0,80.0,2.0,2016-08-24,False,Watford_57/squad/2016-17_squad.csv
2016-17,53371,Hull,David Meyler,David,Meyler,Ireland,IE,1989-05-29,Republic of Ireland,,189.0,81.0,8,2012-11-08,False,Hull_88/squad/2016-17_squad.csv
2016-17,54102,Arsenal,Jack Wilshere,Jack,Wilshere,England,GB-ENG,1992-01-01,England,,172,68,10,2008-07-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,54102,Bournemouth,Jack Wilshere,Jack,Wilshere,England,GB-ENG,1992-01-01,England,,172.0,68.0,32.0,2016-08-31,True,Bournemouth_91/squad/2016-17_squad.csv
2016-17,54316,Leicester,Leonardo Ulloa,Leonardo,Ulloa,Argentina,AR,1986-07-26,Argentina,Right,188.0,89.0,23,2014-07-22,False,Leicester_13/squad/2016-17_squad.csv
2016-17,54469,Bournemouth,Adam Smith,Adam,Smith,England,GB-ENG,1991-04-29,,,180.0,78.0,15.0,2014-01-28,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,54756,Spurs,Victor Wanyama,Victor,Wanyama,Kenya,KE,1991-06-25,Kenya,,188.0,80.0,12.0,2016-07-01,False,Spurs_6/squad/2016-17_squad.csv
2016-17,54771,Middlesbrough,Fabio,Fabio Pereira,da Silva,Brazil,BR,1990-07-09,,,172,65,2.0,2016-08-12,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,54861,Palace,Christian Benteke,Christian,Benteke,Belgium,BE,1990-12-03,Congo DR,Right,190.0,83.0,17,2016-08-20,False,Palace_31/squad/2016-17_squad.csv
2016-17,54908,West Brom,Nacer Chadli,Nacer,Chadli,Belgium,BE,1989-08-02,Belgium,,187.0,80.0,22,2016-08-29,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,55037,West Ham,Cheikhou Kouyaté,Cheikhou,Kouyaté,Senegal,SN,1989-12-21,,,189.0,83.0,8.0,2014-07-01,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,55313,Swansea,Franck Tabanou,Franck,Tabanou,France,FR,1989-01-30,France,,178,77.0,14,2015-06-19,False,Swansea_80/squad/2016-17_squad.csv
2016-17,55317,Middlesbrough,Bernardo Espinosa,Bernardo,Espinosa,Colombia,CO,1989-07-11,Colombia,Right,192,86,5.0,2016-07-01,False,Middlesbrough_25/squad/2016-17_squad.csv
2016-17,55422,Swansea,Gylfi Sigurdsson,Gylfi,Sigurdsson,Iceland,IS,1989-09-08,Iceland,,186,79.0,23,2014-07-23,False,Swansea_80/squad/2016-17_squad.csv
2016-17,55452,Everton,Yannick Bolasie,Yannick,Bolasie,DR Congo,CD,1989-05-24,France,,188,84,7.0,2016-08-15,False,Everton_11/squad/2016-17_squad.csv
2016-17,55459,West Ham,Aaron Cresswell,Aaron,Cresswell,England,GB-ENG,1989-12-15,,,170.0,66.0,3.0,2014-07-03,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,55494,Palace,Joel Ward,Joel,Ward,England,GB-ENG,1989-10-29,,,188.0,83.0,2,2012-05-29,False,Palace_31/squad/2016-17_squad.csv
2016-17,55605,Spurs,Toby Alderweireld,Toby,Alderweireld,Belgium,BE,1989-03-02,Belgium,,186.0,81.0,4.0,2015-07-08,False,Spurs_6/squad/2016-17_squad.csv
2016-17,55829,West Brom,Claudio Yacob,Claudio,Yacob,Argentina,AR,1987-07-18,Argentina,Right,181.0,77.0,5,2012-07-24,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,55909,Man Utd,Chris Smalling,Chris,Smalling,England,GB-ENG,1989-11-22,England,,194.0,81.0,12.0,2010-07-01,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,56192,Southampton,Cuco Martina,Rhu-Endly,Martina,Curacao,CW,1989-09-25,Netherlands,,185,77,15.0,2015-07-07,False,Southampton_20/squad/2016-17_squad.csv
2016-17,56827,Watford,Costel Pantilimon,Costel,Pantilimon,Romania,RO,1987-02-01,Romania,Right,203.0,90.0,30.0,2016-01-19,False,Watford_57/squad/2016-17_squad.csv
2016-17,56864,Arsenal,Francis Coquelin,Francis,Coquelin,France,FR,1991-05-13,France,Right,176,74,34,2008-09-01,False,Arsenal_3/squad/2016-17_squad.csv
2016-17,56872,Bournemouth,Junior Stanislas,Junior,Stanislas,England,GB-ENG,1989-11-26,,,183.0,76.0,19.0,2014-07-01,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,56917,Bournemouth,Steve Cook,Steve,Cook,England,GB-ENG,1991-04-19,,,185.0,82.0,3.0,2012-01-03,False,Bournemouth_91/squad/2016-17_squad.csv
2016-17,56979,Liverpool,Jordan Henderson,Jordan,Henderson,England,GB-ENG,1990-06-17,England,,182.0,67.0,14,2011-06-09,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,57001,Man City,Wilfried Bony,Wilfried,Bony,Cote d’Ivoire,CI,1988-12-10,Côte d'Ivoire,,182,88,14.0,2015-01-14,False,Man_City_43/squad/2016-17_squad.csv
2016-17,57001,Stoke,Wilfried Bony,Wilfried,Bony,Cote d’Ivoire,CI,1988-12-10,Côte d'Ivoire,,182.0,88.0,12,2016-08-31,True,Stoke_110/squad/2016-17_squad.csv
2016-17,57112,Man City,Eliaquim Mangala,Eliaquim,Mangala,France,FR,1991-02-13,France,Both,188,84,15.0,2014-08-11,False,Man_City_43/squad/2016-17_squad.csv
2016-17,57134,West Brom,Salomón Rondón,Salomón,Rondón,Venezuela,VE,1989-09-16,Venezuela,Right,186.0,86.0,9,2015-08-10,False,West_Brom_35/squad/2016-17_squad.csv
2016-17,57145,Swansea,Federico Fernández,Federico,Fernandez,Argentina,AR,1989-02-21,Argentina,Right,190,83.0,33,2014-08-20,False,Swansea_80/squad/2016-17_squad.csv
2016-17,57187,Watford,Giedrius Arlauskis,Giedrius,Arlauskis,Lithuania,LT,1987-12-01,Lithuania,Left,192.0,85.0,34.0,2015-07-01,False,Watford_57/squad/2016-17_squad.csv
2016-17,57249,Man Utd,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,Armenia,AM,1989-01-21,Armenia,Both,177.0,75.0,22.0,2016-07-06,False,Man_Utd_1/squad/2016-17_squad.csv
2016-17,57328,Liverpool,Nathaniel Clyne,Nathaniel,Clyne,England,GB-ENG,1991-04-05,,,175.0,67.0,2,2015-07-01,False,Liverpool_14/squad/2016-17_squad.csv
2016-17,57410,Man City,Nicolás Otamendi,Nicolás,Otamendi,Argentina,AR,1988-02-12,Argentina,Right,183,81,30.0,2015-08-20,False,Man_City_43/squad/2016-17_squad.csv
2016-17,57531,West Ham,Michail Antonio,Michail,Antonio,England,GB-ENG,1990-03-28,,,180.0,82.0,30.0,2015-09-01,False,West_Ham_21/squad/2016-17_squad.csv
2016-17,57586,Swansea,Luciano Narsingh,Luciano,Narsingh,Netherlands,NL,1990-09-13,Netherlands,,178,69.0,11,2017-01-12,False,Swansea_80/squad/2016-17_squad.csv
2016-17,57736,Sunderland,Jan Kirchhoff,Jan,Kirchhoff,Germany,DE,1990-10-01,Germany,Right,195.0,90.0,27,2016-01-07,False,Sunderland_56/squad/2016-17_squad.csv
2016-17,58376,Southampton,Alex McCarthy,Alex,McCarthy,England,GB-ENG,1989-12-03,,,193,79,13.0,2016-08-01,False,Southampton_20/squad/2016-17_squad.csv
2016-17,58621,Spurs,Kyle Walker,Kyle,Walker,England,GB-ENG,1990-05-28,England,,178.0,70.0,2.0,2009-07-22,False,Spurs_6/squad/2016-17_squad.csv
2016-17,58786,Palace,Martin Kelly,Martin,Kelly,England,GB-ENG,1990-04-27,,Right,191.0,77.0,34,2014-08-14,False,Palace_31/squad/2016-17_squad.csv
2016-17,58791,Hull,Ryan Mason,Ryan,Mason,England,GB-ENG,1991-06-13,,,175.0,68.0,6,2016-08-30,False,Hull_88/squad/2016-17_squad.csv
